Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Positive Regulation Of Cytokine Production (GO:0001819)	1/320	0.20219002213302786	0.21552123238355717	0	0	4.742464432119604	7.581053808807234	PLCG2
Positive Regulation Of Macromolecule Metabolic Process (GO:0010604)	1/364	0.22681042260560194	0.24044383598626656	0	0	4.15829624920534	6.169417778922329	PLCG2
Positive Regulation Of Protein Phosphorylation (GO:0001934)	1/377	0.23394846236834102	0.24647561095276874	0	0	4.011865793780688	5.827854634635888	PLCG2
Negative Regulation Of Cell Population Proliferation (GO:0008285)	1/379	0.2350411753931042	0.24647561095276874	0	0	3.9902319902319903	5.7778342379277285	IFITM1
Nervous System Development (GO:0007399)	1/433	0.26400303642792794	0.27443181324188864	0	0	3.481837606837607	4.637092781497714	RBFOX2
Regulation Of Cell Migration (GO:0030334)	1/434	0.2645296344135731	0.27443181324188864	0	0	3.473618759992894	4.619225155480104	IFITM1
Positive Regulation Of Gene Expression (GO:0010628)	1/480	0.28837837876166705	0.2975780473485662	0	0	3.132648145174241	3.895391098434269	PLCG2
Positive Regulation Of Cell Population Proliferation (GO:0008284)	1/483	0.28990851004576806	0.2975780473485662	0	0	3.112671560804341	3.854078452428214	CNOT6L
Positive Regulation Of Intracellular Signal Transduction (GO:1902533)	1/525	0.31101206428788564	0.3175596866939464	0	0	2.857017028772754	3.3367775438881537	PLCG2
Negative Regulation Of Cellular Process (GO:0048523)	1/537	0.3169337941372987	0.32191181184626155	0	0	2.7913318025258325	3.207414359409285	IFITM1
Positive Regulation Of Cellular Process (GO:0048522)	1/594	0.3444221348576237	0.34800986542905726	0	0	2.5156310805551954	2.6813790635528147	CNOT6L
Negative Regulation Of Transcription By RNA Polymerase II (GO:0000122)	1/763	0.4200041001902858	0.42218028723790385	0	0	1.940642035130224	1.6834891220376391	JUN
Regulation Of Gene Expression (GO:0010468)	1/1127	0.5561503719308453	0.5561503719308453	0	0	1.2884273807897253	0.7559416912117293	PLCG2
